420,1296.71,53.99,0.154893,92.01,1.552521,1269.98,41.21,0.177115,51.83,1.294996
425,1297.53,77.68,0.161394,97.71,1.678977,1270.40,27.68,0.179016,47.17,1.582006
427,1296.62,58.54,0.240503,73.63,0.066861,1270.64,24.75,0.164959,42.17,0.233833
