5,1350,1.7033782
5,1300,1.3088099
5,1250,0.94690983
5,1200,0.69001324
5,1150,0.51616132
5,1100,0.36293946
5,1050,0.25876699
5,1000,0.17881391
5,900,0.081731598
5,800,0.030530508
5,700,0.0099546705
5,600,0.0027731500
5,500,0.00060875000
6,1000,0.95846580
6,975,0.78320602
6,950,0.61538698
6,925,0.49317113
6,900,0.39394303
6,850,0.25683327
6,800,0.15832499
6,700,0.051451894
6,600,0.013532267
6,500,0.0083441250
6,400,0.0030708125
1,900,0.016424142
1,800,0.0088455294
1,700,0.0041477500
1,2000,0.79501851
1,1975,0.74848559
1,1950,0.70109254
1,1925,0.66885872
1,1900,0.63541479
1,1800,0.51428946
1,1700,0.39705289
1,1600,0.30835176
1,1500,0.22218014
1,1400,0.15939686
1,1300,0.11079132
1,1200,0.071576856
1,1100,0.047522741
1,1000,0.029154926
2,900,0.011123902
2,800,0.0059237333
2,700,0.0028072000
2,2000,0.58678996
2,1975,0.54751976
2,1950,0.51755718
2,1925,0.49934843
2,1900,0.47297387
2,1800,0.38732286
2,1700,0.29033165
2,1600,0.22535147
2,1500,0.15211218
2,1400,0.11303310
2,1300,0.074655906
2,1200,0.050241383
2,1100,0.031469167
2,1000,0.019133775
3,900,0.011574938
3,800,0.0062383676
3,700,0.0030077206
3,2000,0.58639943
3,1975,0.55105766
3,1950,0.51288153
3,1925,0.49463982
3,1900,0.47109769
3,1800,0.37354502
3,1700,0.28074297
3,1600,0.22436016
3,1500,0.16687222
3,1400,0.11327165
3,1300,0.080367812
3,1200,0.051972516
3,1100,0.032931455
3,1000,0.020402813
4,900,0.0085865417
4,800,0.0045144732
4,700,0.0022325556
4,2000,0.43035299
4,1975,0.40803491
4,1950,0.38746941
4,1925,0.36405098
4,1900,0.34270276
4,1800,0.26809888
4,1700,0.22587636
4,1600,0.16941001
4,1500,0.12159453
4,1400,0.086504544
4,1300,0.057389699
4,1200,0.039776200
4,1100,0.024238875
4,1000,0.015378268
